rate,loc,group,stage
7.4,5,1,1
2.8,5,1,1
7.2,5,1,1
7.6,5,1,1
8.6,5,1,1
0.2,5,1,1
2.8,5,1,1
9.6,5,1,1
8.6,5,1,1
9.33333333333333,5,1,1
8.44444444444444,5,1,1
7.55555555555556,5,1,1
0.444444444444444,5,1,1
21,5,1,1
16.8,5,1,1
29.2,5,1,1
6.8,5,1,1
28.4,5,1,1
20.4,5,1,1
13.2,5,1,1
6.4,5,1,1
7.6,5,1,1
8.6,5,1,1
11.2,5,1,1
4.8,5,1,1
22.8,5,1,1
15.6,5,1,1
26,5,1,1
6,5,1,1
1.6,5,1,1
10.3333333333333,5,1,1
8,5,1,1
20,5,1,1
9.33333333333333,5,1,1
25.6666666666667,5,1,1
33.75,5,1,1
13.5,5,1,1
34.25,5,1,1
4.2,5,1,1
2,5,1,1
8.2,5,1,1
9.4,5,1,1
6.4,5,1,1
0,5,1,1
9,5,1,1
5.4,5,1,1
4.25,5,1,1
7,5,1,1
1.8,5,1,1
35.6,5,1,1
8.8,5,1,1
9.4,5,1,1
2,5,1,1
0.6,5,1,1
3,5,1,1
10,5,1,1
7.4,5,1,1
8.8,5,1,1
0.4,5,1,1
11,5,1,1
5,5,1,1
14,5,1,1
7.2,5,1,1
2,5,1,1
2.8,5,1,1
4.4,5,1,1
10.6,5,1,1
30.8,5,1,1
4,5,1,1
13,5,1,1
0.75,5,1,1
3.75,5,1,1
15.5,5,1,1
15.4,5,1,1
6.8,5,1,1
4.8,5,1,1
11.1111111111111,5,1,1
3.77777777777778,5,1,1
7.33333333333333,5,1,1
3.77777777777778,5,1,1
7.77777777777778,5,1,1
6.66666666666667,5,1,1
9.4,5,1,1
10.4,5,1,1
10.2,5,1,1
3.8,5,1,1
20.4,5,1,1
1.8,5,1,1
17.6,5,1,1
2.8,5,1,1
1.4,5,1,1
7.2,5,1,1
13.8,5,1,1
6.8,5,1,1
3.8,5,1,1
5.8,5,1,1
5,5,1,1
1.25,5,1,1
4.75,5,1,1
6.75,5,1,1
13.2,5,1,1
9,5,1,1
8.8,5,1,1
11,5,1,1
4,5,1,1
8.4,5,1,1
42,5,1,1
5.33333333333333,5,1,1
3.2,5,1,1
7,5,1,1
0.8,5,1,1
11.8,5,1,1
2,5,1,1
0.6,5,1,1
25.4,5,1,1
44,5,1,1
8.4,5,1,1
33,5,1,1
8.8,6,1,1
10.6,6,1,1
12.6,6,1,1
11,6,1,1
17.2,6,1,1
12,6,1,1
16,6,1,1
11.7142857142857,6,1,1
18,6,1,1
2.57142857142857,6,1,1
11.7777777777778,6,1,1
6.22222222222222,6,1,1
30.2,6,1,1
12,6,1,1
3.6,6,1,1
13.2,6,1,1
14.8,6,1,1
3.4,6,1,1
4.2,6,1,1
6,6,1,1
11.75,6,1,1
8.5,6,1,1
3.5,6,1,1
3.55555555555556,6,1,1
6,6,1,1
3.33333333333333,6,1,1
10.6666666666667,6,1,1
20.8888888888889,6,1,1
9.2,6,1,1
11.4,6,1,1
10.2222222222222,6,1,1
0.6,6,1,1
1,6,1,1
3,6,1,1
6.2,6,1,1
27.25,6,1,1
27.5,6,1,1
19.6,6,1,1
4.2,6,1,1
1.6,6,1,1
6,6,1,1
7.8,6,1,1
29.2,6,1,1
2,6,1,1
11.6,6,1,1
6.4,6,1,1
7.8,6,1,1
19.5,6,1,1
3,6,1,1
3.2,6,1,1
22,6,1,1
25,6,1,1
17.75,6,1,1
4.75,6,1,1
5.2,6,1,1
1.6,6,1,1
8.4,6,1,1
3.2,6,1,1
4.4,6,1,1
2.6,6,1,1
7,6,1,1
0.8,6,1,1
1.8,6,1,1
6.22222222222222,6,1,1
4,6,1,1
12.8571428571429,6,1,1
7.42857142857143,6,1,1
8.85714285714286,6,1,1
0.285714285714286,6,1,1
23.8,6,1,1
10,6,1,1
19.4,6,1,1
6.2,6,1,1
21.6,6,1,1
18.6,6,1,1
16.6,6,1,1
5.2,6,1,1
12.8,6,1,1
9.8,6,1,1
15.2,6,1,1
4.4,6,1,1
28,6,1,1
17.6,6,1,1
28.4,6,1,1
6.6,6,1,1
3.6,6,1,1
23.6666666666667,6,1,1
7,6,1,1
10.6666666666667,6,1,1
6,6,1,1
27,6,1,1
32.75,6,1,1
11,6,1,1
31.5,6,1,1
2.4,6,1,1
2,6,1,1
12,6,1,1
9.8,6,1,1
5.6,6,1,1
1.2,6,1,1
15.2,6,1,1
3.4,6,1,1
4.75,6,1,1
6.66666666666667,6,1,1
0,6,1,1
31.6,6,1,1
10.2,6,1,1
10.6,6,1,1
0.6,6,1,1
1.2,6,1,1
4.6,6,1,1
9.8,6,1,1
9.2,6,1,1
17.2,6,1,1
0.8,6,1,1
14,6,1,1
2,6,1,1
15,6,1,1
12.4,6,1,1
1.4,6,1,1
3.6,6,1,1
8,6,1,1
16.6,6,1,1
15,6,1,1
7,6,1,1
7.42857142857143,6,1,1
7.25,6,1,1
6.75,6,1,1
17.25,6,1,1
19.2,6,1,1
11.2,6,1,1
6,6,1,1
8.22222222222222,6,1,1
4.44444444444444,6,1,1
8.22222222222222,6,1,1
5.77777777777778,6,1,1
9.55555555555556,6,1,1
4,6,1,1
12.2,6,1,1
7.4,6,1,1
11.6,6,1,1
4,6,1,1
13.8,6,1,1
1.8,6,1,1
14,6,1,1
5,6,1,1
2.8,6,1,1
6.8,6,1,1
12.8,6,1,1
5.6,6,1,1
3.4,6,1,1
8.8,6,1,1
4,6,1,1
3,6,1,1
5.5,6,1,1
11.5,6,1,1
21.4,6,1,1
13.4,6,1,1
10.6,6,1,1
12.8,6,1,1
3.4,6,1,1
10,6,1,1
34,6,1,1
4.88888888888889,6,1,1
8.4,6,1,1
18,6,1,1
2.8,6,1,1
13.2,6,1,1
3.8,6,1,1
0.8,6,1,1
20,6,1,1
42.4,6,1,1
7.4,6,1,1
34,6,1,1
8.6,7,1,1
7.4,7,1,1
17.8,7,1,1
9.4,7,1,1
18.4,7,1,1
9.6,7,1,1
16.2857142857143,7,1,1
10.8571428571429,7,1,1
14.5714285714286,7,1,1
5.71428571428571,7,1,1
10.2222222222222,7,1,1
5.11111111111111,7,1,1
28.4,7,1,1
15.2,7,1,1
5.6,7,1,1
15.2,7,1,1
12.8,7,1,1
5.6,7,1,1
5.2,7,1,1
15.2,7,1,1
8.5,7,1,1
8.75,7,1,1
2.75,7,1,1
4.44444444444444,7,1,1
6.44444444444444,7,1,1
2,7,1,1
9.55555555555556,7,1,1
9.33333333333333,7,1,1
9.2,7,1,1
11.8,7,1,1
10.2222222222222,7,1,1
1.4,7,1,1
0.2,7,1,1
2.4,7,1,1
4.4,7,1,1
29.25,7,1,1
27.5,7,1,1
13.6,7,1,1
8.8,7,1,1
5.8,7,1,1
16.4,7,1,1
19.4,7,1,1
37.4,7,1,1
0.6,7,1,1
5.6,7,1,1
7.4,7,1,1
10.6,7,1,1
19.75,7,1,1
4,7,1,1
4,7,1,1
12.6666666666667,7,1,1
26.25,7,1,1
16.75,7,1,1
1.25,7,1,1
4.2,7,1,1
1.8,7,1,1
22,7,1,1
3.2,7,1,1
13.6,7,1,1
3.8,7,1,1
5,7,1,1
1.4,7,1,1
2,7,1,1
7.8,7,1,1
9.6,7,1,1
10.8,7,1,1
2.6,7,1,1
5.4,7,1,1
0.4,7,1,1
20.6,7,1,1
4.6,7,1,1
14.6,7,1,1
4.8,7,1,1
17.4,7,1,1
15.8,7,1,1
14.8,7,1,1
9.2,7,1,1
8.6,7,1,1
10.6,7,1,1
23,7,1,1
3,7,1,1
37.8,7,1,1
18.2,7,1,1
35.4,7,1,1
10.8,7,1,1
6.6,7,1,1
15.3333333333333,7,1,1
13,7,1,1
17.3333333333333,7,1,1
7.33333333333333,7,1,1
20,7,1,1
29.25,7,1,1
13.25,7,1,1
31.75,7,1,1
3.4,7,1,1
3.6,7,1,1
18.4,7,1,1
14.2,7,1,1
8.4,7,1,1
2.2,7,1,1
16.6,7,1,1
9.8,7,1,1
7,7,1,1
7,7,1,1
0.4,7,1,1
33.8,7,1,1
12.4,7,1,1
6.6,7,1,1
0.4,7,1,1
1.2,7,1,1
3.8,7,1,1
10.6,7,1,1
9.4,7,1,1
15,7,1,1
1.2,7,1,1
26.4,7,1,1
5.4,7,1,1
14.2,7,1,1
5.2,7,1,1
0.2,7,1,1
2.6,7,1,1
3.4,7,1,1
6.4,7,1,1
22.2,7,1,1
5.66666666666667,7,1,1
8,7,1,1
8,7,1,1
8.25,7,1,1
24.25,7,1,1
9.4,7,1,1
6.2,7,1,1
7.6,7,1,1
14.4444444444444,7,1,1
3.77777777777778,7,1,1
8,7,1,1
5.11111111111111,7,1,1
6,7,1,1
4.44444444444444,7,1,1
17.4,7,1,1
5,7,1,1
10,7,1,1
4.2,7,1,1
19.2,7,1,1
2,7,1,1
11,7,1,1
4.2,7,1,1
5,7,1,1
5.6,7,1,1
7.6,7,1,1
10,7,1,1
4.2,7,1,1
5,7,1,1
5.8,7,1,1
7.25,7,1,1
9.25,7,1,1
8.25,7,1,1
22.8,7,1,1
12.2,7,1,1
12.4,7,1,1
6.2,7,1,1
4.8,7,1,1
11.4,7,1,1
47.3333333333333,7,1,1
6.22222222222222,7,1,1
8.2,7,1,1
12.8,7,1,1
2,7,1,1
12.8,7,1,1
5.4,7,1,1
1.2,7,1,1
13.8,7,1,1
45.4,7,1,1
5.2,7,1,1
25.4,7,1,1
10.2,8,1,1
9,8,1,1
13.8,8,1,1
11.2,8,1,1
18.6,8,1,1
12.8,8,1,1
17.4285714285714,8,1,1
18,8,1,1
17.4285714285714,8,1,1
6.85714285714286,8,1,1
12.8888888888889,8,1,1
7.11111111111111,8,1,1
32.2,8,1,1
16,8,1,1
4.4,8,1,1
13,8,1,1
15.4,8,1,1
0.6,8,1,1
3,8,1,1
7.2,8,1,1
23,8,1,1
5.75,8,1,1
2,8,1,1
7.11111111111111,8,1,1
10.6666666666667,8,1,1
3.77777777777778,8,1,1
7.77777777777778,8,1,1
22.4444444444444,8,1,1
9.2,8,1,1
13,8,1,1
12.4444444444444,8,1,1
9.6,8,1,1
0.2,8,1,1
4,8,1,1
7.4,8,1,1
21.75,8,1,1
26,8,1,1
13.6,8,1,1
8.2,8,1,1
7.6,8,1,1
24.6,8,1,1
21.8,8,1,1
29.4,8,1,1
1.6,8,1,1
5.6,8,1,1
14,8,1,1
10.2,8,1,1
24.25,8,1,1
4,8,1,1
2.4,8,1,1
19.7777777777778,8,1,1
28,8,1,1
15.25,8,1,1
2.5,8,1,1
6.4,8,1,1
2,8,1,1
10.4,8,1,1
3.2,8,1,1
8.4,8,1,1
6,8,1,1
15.6,8,1,1
0.8,8,1,1
3,8,1,1
10,8,1,1
15.5555555555556,8,1,1
14,8,1,1
8.66666666666667,8,1,1
8.88888888888889,8,1,1
1.55555555555556,8,1,1
17.6,8,1,1
8.6,8,1,1
22.8,8,1,1
6.2,8,1,1
34.8,8,1,1
9.8,8,1,1
19,8,1,1
11.2,8,1,1
11.2,8,1,1
14.4,8,1,1
24.4,8,1,1
2.8,8,1,1
45.8,8,1,1
22,8,1,1
32.4,8,1,1
10.4,8,1,1
6.2,8,1,1
22.3333333333333,8,1,1
29.6666666666667,8,1,1
18.3333333333333,8,1,1
4.66666666666667,8,1,1
34.3333333333333,8,1,1
32.5,8,1,1
17.25,8,1,1
38,8,1,1
7.8,8,1,1
4.6,8,1,1
18.4,8,1,1
20.8,8,1,1
13.4,8,1,1
5.6,8,1,1
16,8,1,1
12,8,1,1
7,8,1,1
5,8,1,1
2,8,1,1
27,8,1,1
5.8,8,1,1
19.8,8,1,1
4.2,8,1,1
1.2,8,1,1
3.8,8,1,1
18.4,8,1,1
11.6,8,1,1
12.4,8,1,1
4.8,8,1,1
56.4,8,1,1
9.4,8,1,1
35.6,8,1,1
32,8,1,1
0,8,1,1
2.6,8,1,1
6.2,8,1,1
10.8,8,1,1
33,8,1,1
13.1428571428571,8,1,1
14,8,1,1
9,8,1,1
12.25,8,1,1
27.5,8,1,1
15.6,8,1,1
7.6,8,1,1
7.2,8,1,1
20,8,1,1
3.77777777777778,8,1,1
9.55555555555556,8,1,1
4.44444444444444,8,1,1
10.4444444444444,8,1,1
4.88888888888889,8,1,1
20.8,8,1,1
12.2,8,1,1
16.6,8,1,1
13.4,8,1,1
34.2,8,1,1
7.6,8,1,1
21.8,8,1,1
7,8,1,1
7.2,8,1,1
10.2,8,1,1
16,8,1,1
10.8,8,1,1
